"gene","has_TES_peak","has_TEAD1_peak","has_DMR","TES_peak_count","TEAD1_peak_count","DMR_count","category"
"CCDST",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SHE",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"KCNN3",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"EFNA1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"POU5F1P4",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"GON4L",TRUE,TRUE,TRUE,2,1,9,"TES + TEAD1 + DMR"
"ARHGEF11",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"KIRREL1-IT1",TRUE,TRUE,TRUE,2,5,2,"TES + TEAD1 + DMR"
"LINC01704",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"AIM2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"OLFML2B",TRUE,TRUE,TRUE,1,2,6,"TES + TEAD1 + DMR"
"NOS1AP",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"MIR4654",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105371475",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"LOC124904445",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"UAP1",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"DDR2",TRUE,TRUE,TRUE,4,3,1,"TES + TEAD1 + DMR"
"CCDC190",TRUE,FALSE,FALSE,3,0,0,"TES only"
"RGS4",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"RGS5",TRUE,FALSE,FALSE,1,0,0,"TES only"
"NUF2",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"PBX1",TRUE,TRUE,TRUE,7,6,4,"TES + TEAD1 + DMR"
"ALDH9A1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ILDR2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"POU2F1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MPZL1",TRUE,TRUE,TRUE,2,2,6,"TES + TEAD1 + DMR"
"ADCY10",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"DCAF6",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"GPR161",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SFT2D2",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"ANKRD36BP1",TRUE,TRUE,TRUE,1,2,1,"TES + TEAD1 + DMR"
"LOC100505918",TRUE,FALSE,FALSE,2,0,0,"TES only"
"LOC101928565",TRUE,TRUE,TRUE,6,2,2,"TES + TEAD1 + DMR"
"XCL1",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"DPT",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"LINC00626",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"NME7",TRUE,FALSE,FALSE,1,0,0,"TES only"
"CCDC181",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"FIRRM",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"METTL18",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SCYL3",TRUE,FALSE,TRUE,3,0,1,"TES + DMR"
"KIFAP3",TRUE,TRUE,TRUE,2,1,2,"TES + TEAD1 + DMR"
"MIR3119-2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC01681",TRUE,FALSE,FALSE,4,0,0,"TES only"
"LINC01142",TRUE,TRUE,FALSE,3,2,0,"TEAD1 only"
"GORAB-AS1",TRUE,FALSE,FALSE,8,0,0,"TES only"
"GORAB",TRUE,TRUE,TRUE,7,2,1,"TES + TEAD1 + DMR"
"PRRX1",TRUE,TRUE,TRUE,3,1,4,"TES + TEAD1 + DMR"
"MROH9",TRUE,TRUE,TRUE,3,1,1,"TES + TEAD1 + DMR"
"FMO6P",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"FMO4",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PRRC2C",TRUE,TRUE,TRUE,1,1,3,"TES + TEAD1 + DMR"
"DNM3",TRUE,FALSE,TRUE,9,0,2,"TES + DMR"
"DNM3-IT1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"MIR3120",TRUE,FALSE,FALSE,1,0,0,"TES only"
"DNM3OS",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"C1orf105",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"SUCO",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"FASLG",TRUE,TRUE,TRUE,4,1,1,"TES + TEAD1 + DMR"
"TNFSF18",TRUE,TRUE,TRUE,18,6,2,"TES + TEAD1 + DMR"
"TNFSF4",TRUE,TRUE,FALSE,8,1,0,"TEAD1 only"
"PRDX6-AS1",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"SLC9C2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105371619",TRUE,FALSE,FALSE,1,0,0,"TES only"
"DARS2",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"RABGAP1L",TRUE,TRUE,TRUE,2,1,2,"TES + TEAD1 + DMR"
"CACYBP",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"COP1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"SEC16B",TRUE,FALSE,FALSE,1,0,0,"TES only"
"RASAL2-AS1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"RASAL2",TRUE,TRUE,TRUE,11,2,3,"TES + TEAD1 + DMR"
"LOC105371630",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"C1orf220",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"FAM20B",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ABL2",TRUE,TRUE,TRUE,1,1,6,"TES + TEAD1 + DMR"
"LOC124900429",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"LOC101928933",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LHX4-AS1",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ACBD6",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"OVAAL",TRUE,TRUE,TRUE,4,3,1,"TES + TEAD1 + DMR"
"XPR1",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"STX6",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"IER5",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC01732",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"CACNA1E",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"LINC01344",TRUE,TRUE,TRUE,4,4,3,"TES + TEAD1 + DMR"
"RGSL1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"NPL",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"LAMC1",TRUE,TRUE,TRUE,7,2,1,"TES + TEAD1 + DMR"
"LAMC2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"NMNAT2",TRUE,TRUE,FALSE,3,4,0,"TEAD1 only"
"NCF2",TRUE,FALSE,TRUE,2,0,2,"TES + DMR"
"APOBEC4",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"RGL1",TRUE,TRUE,TRUE,2,3,1,"TES + TEAD1 + DMR"
"COLGALT2",TRUE,TRUE,TRUE,3,1,2,"TES + TEAD1 + DMR"
"TSEN15",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"C1orf21-DT",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105371648",TRUE,FALSE,FALSE,2,0,0,"TES only"
"NIBAN1",TRUE,TRUE,TRUE,6,2,3,"TES + TEAD1 + DMR"
"GS1-279B7.1",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"LINC01350",TRUE,TRUE,FALSE,5,2,0,"TEAD1 only"
"GS1-204I12.4",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"HMCN1",TRUE,TRUE,TRUE,7,1,2,"TES + TEAD1 + DMR"
"LOC124904471",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"PDC-AS1",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"PTGS2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105371655",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC01037",TRUE,TRUE,TRUE,1,3,2,"TES + TEAD1 + DMR"
"LOC124904472",TRUE,FALSE,FALSE,1,0,0,"TES only"
"RGS1",TRUE,TRUE,TRUE,5,4,1,"TES + TEAD1 + DMR"
"CDC73",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"ASPM",TRUE,FALSE,FALSE,3,0,0,"TES only"
"CRB1",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"DENND1B",TRUE,TRUE,TRUE,2,2,3,"TES + TEAD1 + DMR"
"NEK7",TRUE,TRUE,TRUE,5,1,3,"TES + TEAD1 + DMR"
"LOC105371677",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LOC124904478",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"PTPRC",TRUE,TRUE,FALSE,5,2,0,"TEAD1 only"
"MIR181A1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MIR181A1HG",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LINC02789",TRUE,TRUE,TRUE,2,3,1,"TES + TEAD1 + DMR"
"NR5A2",TRUE,TRUE,TRUE,7,3,9,"TES + TEAD1 + DMR"
"LOC124904480",TRUE,TRUE,TRUE,6,3,4,"TES + TEAD1 + DMR"
"LINC00862",TRUE,FALSE,FALSE,6,0,0,"TES only"
"MROH3P",TRUE,FALSE,FALSE,1,0,0,"TES only"
"NAV1",TRUE,TRUE,TRUE,1,3,5,"TES + TEAD1 + DMR"
"IPO9",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"SNRPE",TRUE,TRUE,TRUE,5,1,2,"TES + TEAD1 + DMR"
"LOC105371689",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LRRN2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"NFASC",TRUE,TRUE,TRUE,1,2,13,"TES + TEAD1 + DMR"
"DSTYK",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"TMCC2",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"NUAK2",TRUE,TRUE,TRUE,1,4,4,"TES + TEAD1 + DMR"
"KLHDC8A",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"SLC26A9-AS1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"RAB7B",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LOC105372873",TRUE,FALSE,FALSE,1,0,0,"TES only"
"IL20",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"PLXNA2",TRUE,TRUE,TRUE,2,4,4,"TES + TEAD1 + DMR"
"LINC01735",TRUE,TRUE,TRUE,4,1,2,"TES + TEAD1 + DMR"
"LINC01717",TRUE,TRUE,TRUE,3,1,1,"TES + TEAD1 + DMR"
"LOC105372895",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC105372896",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"LINC01698",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"MIR205HG",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"MIR205",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"SERTAD4",TRUE,TRUE,TRUE,4,2,2,"TES + TEAD1 + DMR"
"HHAT",TRUE,TRUE,TRUE,1,3,1,"TES + TEAD1 + DMR"
"KCNH1",TRUE,TRUE,TRUE,1,2,2,"TES + TEAD1 + DMR"
"NTRAS",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LPGAT1",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LPGAT1-AS1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124904505",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"DTL",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"ATF3",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"TATDN3",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"RPS6KC1",TRUE,TRUE,TRUE,5,4,2,"TES + TEAD1 + DMR"
"PROX1-AS1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02775",TRUE,TRUE,FALSE,4,3,0,"TEAD1 only"
"SMYD2",TRUE,TRUE,TRUE,2,1,3,"TES + TEAD1 + DMR"
"PTPN14",TRUE,TRUE,TRUE,4,4,4,"TES + TEAD1 + DMR"
"LOC124904510",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"KCNK2",TRUE,TRUE,TRUE,6,1,1,"TES + TEAD1 + DMR"
"KCTD3",TRUE,TRUE,TRUE,8,2,3,"TES + TEAD1 + DMR"
"ESRRG",TRUE,TRUE,TRUE,11,1,10,"TES + TEAD1 + DMR"
"GPATCH2",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"LINC00210",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"TGFB2",TRUE,TRUE,TRUE,4,5,2,"TES + TEAD1 + DMR"
"TGFB2-OT1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02869",TRUE,TRUE,FALSE,7,4,0,"TEAD1 only"
"LOC124904666",TRUE,TRUE,TRUE,5,2,2,"TES + TEAD1 + DMR"
"LINC01710",TRUE,TRUE,TRUE,9,2,3,"TES + TEAD1 + DMR"
"LYPLAL1",TRUE,FALSE,TRUE,6,0,2,"TES + DMR"
"LOC107984018",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"ZC3H11B",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"SLC30A10",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"RAB3GAP2",TRUE,FALSE,TRUE,3,0,4,"TES + DMR"
"LINC02779",TRUE,FALSE,FALSE,1,0,0,"TES only"
"HLX",TRUE,TRUE,TRUE,2,1,4,"TES + TEAD1 + DMR"
"LINC02817",TRUE,TRUE,FALSE,9,3,0,"TEAD1 only"
"LOC107985462",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"LOC105372937",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"DUSP10",TRUE,TRUE,FALSE,7,3,0,"TEAD1 only"
"LINC01655",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"LINC02474",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LINC02257",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LINC01705",TRUE,FALSE,TRUE,5,0,1,"TES + DMR"
"LOC124904518",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"DISP1",TRUE,TRUE,TRUE,5,5,3,"TES + TEAD1 + DMR"
"SUSD4",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"CAPN8",TRUE,TRUE,TRUE,2,2,5,"TES + TEAD1 + DMR"
"CAPN2",TRUE,TRUE,TRUE,1,1,3,"TES + TEAD1 + DMR"
"TP53BP2",TRUE,FALSE,TRUE,1,0,4,"TES + DMR"
"SEPTIN7P13",TRUE,FALSE,FALSE,4,0,0,"TES only"
"FBXO28",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"CNIH3",TRUE,TRUE,TRUE,6,5,1,"TES + TEAD1 + DMR"
"CNIH3-AS2",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"CNIH3-AS1",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"LOC105373108",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ENAH",TRUE,TRUE,TRUE,4,3,5,"TES + TEAD1 + DMR"
"LOC102723834",TRUE,TRUE,TRUE,3,2,3,"TES + TEAD1 + DMR"
"ITPKB",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"CDC42BPA",TRUE,FALSE,TRUE,2,0,4,"TES + DMR"
"LINC01641",TRUE,TRUE,TRUE,1,2,3,"TES + TEAD1 + DMR"
"ZNF678",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"PRSS38",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02815",TRUE,TRUE,TRUE,3,1,5,"TES + TEAD1 + DMR"
"TMEM78",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"CCSAP",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC01682",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"LINC01736",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"GALNT2",TRUE,TRUE,TRUE,3,4,8,"TES + TEAD1 + DMR"
"LOC105373164",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LINC01737",TRUE,FALSE,FALSE,1,0,0,"TES only"
"C1orf198",TRUE,TRUE,TRUE,1,3,2,"TES + TEAD1 + DMR"
"TSNAX-DT",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SIPA1L2",TRUE,TRUE,TRUE,11,3,4,"TES + TEAD1 + DMR"
"LINC01745",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"LINC01744",TRUE,FALSE,FALSE,2,0,0,"TES only"
"LOC101927711",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"NTPCR",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PCNX2",TRUE,TRUE,TRUE,6,2,2,"TES + TEAD1 + DMR"
"MAP3K21",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"KCNK1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124904552",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SLC35F3",TRUE,TRUE,FALSE,2,3,0,"TEAD1 only"
"TARBP1",TRUE,TRUE,TRUE,3,1,2,"TES + TEAD1 + DMR"
"LINC01354",TRUE,TRUE,TRUE,3,2,4,"TES + TEAD1 + DMR"
"LOC105373209",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LINC02961",TRUE,TRUE,TRUE,2,2,4,"TES + TEAD1 + DMR"
"LOC107985365",TRUE,TRUE,TRUE,2,3,1,"TES + TEAD1 + DMR"
"LINC03108",TRUE,TRUE,TRUE,1,6,2,"TES + TEAD1 + DMR"
"LINC01348",TRUE,TRUE,TRUE,1,5,5,"TES + TEAD1 + DMR"
"ARID4B",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"GNG4",TRUE,TRUE,TRUE,1,1,5,"TES + TEAD1 + DMR"
"MIR1537",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LYST",TRUE,TRUE,TRUE,4,3,3,"TES + TEAD1 + DMR"
"MT1HL1",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"LOC100130331",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ZP4",TRUE,FALSE,TRUE,3,0,3,"TES + DMR"
"LOC105373220",TRUE,TRUE,FALSE,4,2,0,"TEAD1 only"
"LOC124904565",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC01139",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"LOC105373222",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"CHRM3",TRUE,FALSE,FALSE,10,0,0,"TES only"
"CHRM3-AS2",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"CHRM3-AS1",TRUE,FALSE,TRUE,1,0,3,"TES + DMR"
"FMN2",TRUE,TRUE,TRUE,5,3,4,"TES + TEAD1 + DMR"
"GREM2",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LOC100506929",TRUE,TRUE,FALSE,2,3,0,"TEAD1 only"
"RGS7",TRUE,FALSE,TRUE,3,0,4,"TES + DMR"
"LOC124904601",TRUE,FALSE,FALSE,1,0,0,"TES only"
"OPN3",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"CHML",TRUE,FALSE,FALSE,1,0,0,"TES only"
"WDR64",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"PLD5",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SDCCAG8",TRUE,TRUE,TRUE,3,3,4,"TES + TEAD1 + DMR"
"AKT3",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"ZBTB18",TRUE,TRUE,TRUE,3,2,2,"TES + TEAD1 + DMR"
"LOC105373262",TRUE,TRUE,FALSE,3,4,0,"TEAD1 only"
"EFCAB2",TRUE,TRUE,TRUE,1,1,8,"TES + TEAD1 + DMR"
"SMYD3",TRUE,TRUE,TRUE,4,2,8,"TES + TEAD1 + DMR"
"SMYD3-AS1",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"CNST",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC102724382",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"ZNF695",TRUE,FALSE,FALSE,2,0,0,"TES only"
"ZNF124",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"MIR3916",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ZMYND11",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"DIP2C",TRUE,TRUE,TRUE,2,1,17,"TES + TEAD1 + DMR"
"LOC124902532",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"PFKP",TRUE,TRUE,TRUE,1,3,3,"TES + TEAD1 + DMR"
"LINC02668",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"LOC124902537",TRUE,TRUE,TRUE,2,1,4,"TES + TEAD1 + DMR"
"LOC105376357",TRUE,FALSE,TRUE,1,0,3,"TES + DMR"
"LINC02669",TRUE,TRUE,TRUE,5,6,4,"TES + TEAD1 + DMR"
"LOC105376363",TRUE,TRUE,TRUE,1,2,2,"TES + TEAD1 + DMR"
"LINC02639",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LINC02660",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LINC00702",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"LINC00705",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"MANCR",TRUE,TRUE,FALSE,3,3,0,"TEAD1 only"
"LOC105376375",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"AKR1E2",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"AKR1C2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"AKR1C3",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02561",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"TUBAL3",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LASTR",TRUE,TRUE,TRUE,1,2,1,"TES + TEAD1 + DMR"
"LOC105376384",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"PFKFB3",TRUE,TRUE,TRUE,1,1,6,"TES + TEAD1 + DMR"
"LINC02649",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02656",TRUE,TRUE,TRUE,1,2,1,"TES + TEAD1 + DMR"
"LINP1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC00707",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC00706",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC105376387",TRUE,TRUE,TRUE,4,1,3,"TES + TEAD1 + DMR"
"SFMBT2",TRUE,FALSE,FALSE,3,0,0,"TES only"
"ITIH2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC107984206",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"LINC00708",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"LOC105376396",TRUE,TRUE,FALSE,4,3,0,"TEAD1 only"
"LINC02676",TRUE,TRUE,FALSE,7,1,0,"TEAD1 only"
"USP6NL",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"ECHDC3",TRUE,FALSE,FALSE,1,0,0,"TES only"
"CDC123",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"CCDC3",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PRPF18",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"FRMD4A",TRUE,TRUE,TRUE,6,3,5,"TES + TEAD1 + DMR"
"LOC105376425",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105376429",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ACBD7",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105376433",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"LOC105376435",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"CUBN",TRUE,TRUE,TRUE,18,15,1,"TES + TEAD1 + DMR"
"TRDMT1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"VIM-AS1",TRUE,TRUE,FALSE,2,3,0,"TEAD1 only"
"VIM",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"ST8SIA6",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SLC39A12-AS1",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"NSUN6",TRUE,FALSE,TRUE,7,0,2,"TES + DMR"
"NEBL",TRUE,TRUE,TRUE,5,2,2,"TES + TEAD1 + DMR"
"LINC02643",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"MLLT10",TRUE,FALSE,FALSE,3,0,0,"TES only"
"PIP4K2A",TRUE,TRUE,TRUE,4,1,1,"TES + TEAD1 + DMR"
"ARMC3",TRUE,FALSE,FALSE,3,0,0,"TES only"
"KIAA1217",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"MIR603",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"ARHGAP21",TRUE,FALSE,FALSE,2,0,0,"TES only"
"LINC01516",TRUE,TRUE,FALSE,5,3,0,"TEAD1 only"
"PRTFDC1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ENKUR",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"GPR158",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"APBB1IP",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LOC124900293",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"ABI1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"ODAD2",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"WAC",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC01517",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"C10orf126",TRUE,TRUE,TRUE,5,4,2,"TES + TEAD1 + DMR"
"LYZL1",TRUE,TRUE,TRUE,2,2,1,"TES + TEAD1 + DMR"
"MIR604",TRUE,TRUE,FALSE,1,3,0,"TEAD1 only"
"SVIL",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"LOC107984172",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC124902403",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"LOC107984218",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ZNF438",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105376481",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105376483",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LINC02664",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MACORIS",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"ARHGAP12",TRUE,TRUE,TRUE,1,2,4,"TES + TEAD1 + DMR"
