"gene_name","n_total_peaks","n_promoter_peaks","n_enhancer_peaks","categories","log2FoldChange","padj","is_DEG"
"EFNA1",1,0,1,"TES_unique",-1.62768617892529,7.74066608402689e-15,TRUE
"EFNA5",2,1,1,"TEAD1_unique;TES_unique",1.48515644446264,0.00279444068587181,TRUE
"EFNB2",1,1,0,"TES_unique",0.682673731225992,9.09085488211292e-06,TRUE
"EFR3A",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-1.25642619822294,2.77604019749428e-22,TRUE
"EFR3B",1,0,1,"TEAD1_unique",0.771689699415759,4.73972719947992e-06,TRUE
"EGF",2,1,1,"Shared_TES_dominant;TEAD1_unique",0.220398278253588,0.286674366309438,FALSE
"EGFL8",1,1,0,"TEAD1_unique",-0.191293369946622,0.689709061358323,FALSE
"EGFLAM",2,1,1,"Shared_high;TEAD1_unique",-1.12253583052472,0.304088719053589,FALSE
"EGFR",4,1,3,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",-1.63433405422435,1.23988213188413e-46,TRUE
"EGFR-AS1",1,1,0,"TEAD1_unique",-2.054847638949,3.81605776369258e-22,TRUE
"EGLN1",1,0,1,"TEAD1_unique",-0.618977628921077,0.000116643650199013,TRUE
"EGLN3",1,1,0,"TES_unique",-2.24509959884734,2.41664866029028e-46,TRUE
"EGR2",1,1,0,"TEAD1_unique",1.60240052561708,6.76897657025236e-12,TRUE
"EHBP1",4,3,1,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",-1.4652890133552,8.38927223838125e-37,TRUE
"EHD1",1,0,1,"TEAD1_unique",-1.1718127564713,7.16393210240648e-19,TRUE
"EHD4-AS1",3,0,3,"Shared_equivalent;Shared_high;TEAD1_unique",0.00630934225523834,0.99160077875913,FALSE
"EHF",4,3,1,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-1.01082219762396,2.90397591970582e-09,TRUE
"EHHADH",1,0,1,"TEAD1_unique",-0.404640901668228,0.288364198681273,FALSE
"EID1",1,0,1,"TEAD1_unique",-1.25448640314166,1.21578549455928e-08,TRUE
"EID3",1,0,1,"TES_unique",-0.101443206012468,0.758486660015139,FALSE
"EIF2AK3-DT",2,1,1,"Shared_high;TEAD1_unique",0.804313193445747,0.0136195286385508,TRUE
"EIF2AK4",2,1,1,"Shared_TES_dominant;TEAD1_unique",-1.0433753172083,1.15085641815021e-16,TRUE
"EIF2B2",1,0,1,"TEAD1_unique",0.624877726563571,0.00233082269687896,TRUE
"EIF2B3",1,0,1,"TEAD1_unique",-0.135067537930721,0.58655643780412,FALSE
"EIF2B5",1,1,0,"TEAD1_unique",0.566927770787328,0.000472160966013063,TRUE
"EIF2S3",1,0,1,"TEAD1_unique",-0.20327244388266,0.199613803330747,FALSE
"EIF3D",1,0,1,"TEAD1_unique",-0.145837776225699,0.531032051332891,FALSE
"EIF3F",1,1,0,"TEAD1_unique",-0.221322768399965,0.208085703257829,FALSE
"EIF3H",1,0,1,"TES_unique",0.317692870975684,0.185030917820599,FALSE
"EIF3M",2,0,2,"Shared_TES_dominant;TES_unique",0.181782175516933,0.45919016844898,FALSE
"EIF4B",1,0,1,"TEAD1_unique",-0.169246554457428,0.297625528528741,FALSE
"EIF4E3",1,1,0,"TEAD1_unique",-1.65942965556077,3.59062933096643e-17,TRUE
"EIF4EBP1",1,0,1,"TEAD1_unique",-0.365825579121386,0.158783873433648,FALSE
"EIF4EBP2",1,0,1,"TEAD1_unique",0.0764026379946846,0.673720777697536,FALSE
"EIF4G1",1,1,0,"TEAD1_unique",0.0477506520559896,0.796762353088051,FALSE
"EIF4G3",4,0,4,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",-1.43744184656661,7.67212668470922e-31,TRUE
"EIF5",1,0,1,"TEAD1_unique",-0.515691294447145,0.00327905729545676,TRUE
"ELAPOR1",1,1,0,"TEAD1_unique",-1.24676276265502,0.000501269180459923,TRUE
"ELAVL1",1,0,1,"Shared_TEAD1_dominant",-0.572355833105605,8.9340749204126e-06,TRUE
"ELAVL2",1,0,1,"TEAD1_unique",-1.66393408883872,0.00101425149088293,TRUE
"ELF2",1,0,1,"Shared_TES_dominant",-0.264344782639293,0.122936495200589,FALSE
"ELF3",1,0,1,"TEAD1_unique",1.15145006035221,2.18756066471291e-05,TRUE
"ELF5",1,0,1,"Shared_TES_dominant",-1.27463387228931,0.253224664670709,FALSE
"ELFN2",2,0,2,"TEAD1_unique",0.0512609651119922,0.841674094995023,FALSE
"ELK3",1,1,0,"TES_unique",-0.192376556868072,0.236499304396989,FALSE
"ELL",1,1,0,"TEAD1_unique",0.17258114451111,0.431482047270836,FALSE
"ELL2",2,2,0,"TEAD1_unique;TES_unique",-1.28558722607234,3.68995749387166e-23,TRUE
"ELMO1",2,1,1,"TEAD1_unique;TES_unique",0.302621100215261,0.0832756227240921,FALSE
"ELMO1-AS1",1,0,1,"Shared_high",0.140297394484101,0.902490162760129,FALSE
"ELMOD1",1,1,0,"TES_unique",-0.205914279084611,0.345120416594842,FALSE
"ELMOD2",1,1,0,"TEAD1_unique",-0.197923067999868,0.418499616775612,FALSE
"ELN",1,0,1,"TEAD1_unique",2.20869901138586,4.65904049580095e-11,TRUE
"ELOC",1,1,0,"TES_unique",1.09227263666862,4.03287312161533e-08,TRUE
"ELOVL3",1,0,1,"TES_unique",1.84120642526778,0.0304058342059721,TRUE
"ELOVL5",4,1,3,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique",-0.36774343923523,0.0403864659814282,TRUE
"ELOVL6",2,0,2,"TEAD1_unique;TES_unique",-2.20915623920225,1.84839667835173e-35,TRUE
"ELOVL7",1,0,1,"TES_unique",0.725976063889444,0.0057317513978389,TRUE
"ELP3",2,1,1,"TEAD1_unique;TES_unique",-0.576391253255407,0.000217876681062462,TRUE
"ELP4",1,1,0,"TES_unique",-0.0684845324141757,0.782025314814265,FALSE
"EMB",1,0,1,"TEAD1_unique",-0.86351125889234,0.605529490470337,FALSE
"EMBP1",1,0,1,"TES_unique",-2.12205692580297,0.00475239222199368,TRUE
"EMC2",1,0,1,"TES_unique",0.187417719992367,0.375230090409965,FALSE
"EMILIN2",2,0,2,"Shared_TES_dominant;TES_unique",-0.199093471564975,0.543124948072718,FALSE
"EML1",1,1,0,"TEAD1_unique",0.0567568271108667,0.771632585686636,FALSE
"EML2",2,2,0,"Shared_high;TEAD1_unique",1.6354616739626,2.91067408663112e-11,TRUE
"EML4",2,1,1,"TEAD1_unique;TES_unique",0.412452457766158,0.00203224654669137,TRUE
"EML5",1,0,1,"TES_unique",0.409168481033533,0.173489869743839,FALSE
"EML6",1,0,1,"Shared_high",-0.0161129696458617,0.963295058128922,FALSE
"EMP1",3,2,1,"Shared_TES_dominant;Shared_high;TEAD1_unique",2.19413058995392,1.32015890232927e-38,TRUE
"EMP2",1,1,0,"TEAD1_unique",-2.20170279455352,6.65006416677475e-40,TRUE
"EMX2OS",1,0,1,"TES_unique",1.10821882178777,0.595697566233652,FALSE
"ENAH",4,2,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TES_unique",-0.238945522191872,0.0840085229988054,FALSE
"ENC1",5,3,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-1.21333193393469,3.4614398202049e-23,TRUE
"ENDOD1",2,1,1,"Shared_TEAD1_dominant;TES_unique",-1.35012019345672,5.63169857690459e-23,TRUE
"ENKUR",3,1,2,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique",-0.487384774298666,0.35307109806889,FALSE
"ENO1",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",-1.59002940812955,2.42224752993173e-35,TRUE
"ENO4",1,0,1,"TEAD1_unique",0.11318168888976,0.827400424327785,FALSE
"ENOPH1",1,0,1,"TES_unique",0.703849521496744,0.00434822390187066,TRUE
"ENOSF1",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",0.557843461754891,0.00332556836986009,TRUE
"ENOX1",2,0,2,"TEAD1_unique;TES_unique",2.53566523398388,3.2112052851074e-10,TRUE
"ENOX2",2,0,2,"Shared_TES_dominant;TES_unique",0.573570832732525,0.00279839148313316,TRUE
"ENPEP",2,0,2,"Shared_TEAD1_dominant;TES_unique",-2.20650896609663,0.0454788469371096,TRUE
"ENPP1",2,2,0,"Shared_TES_dominant;TES_unique",-0.0219395687008884,0.944558513659471,FALSE
"ENPP3",1,1,0,"TEAD1_unique",1.28061804698418,0.00922155569106578,TRUE
"ENPP5",2,0,2,"TEAD1_unique;TES_unique",0.737874362668548,8.78869247484508e-05,TRUE
"ENSA",1,0,1,"TEAD1_unique",0.799272018948845,2.08192142047694e-07,TRUE
"ENTPD1",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",0.286525015334199,0.394790457122023,FALSE
"ENTPD3",2,1,1,"TEAD1_unique;TES_unique",1.10238586509216,0.00290392857784967,TRUE
"ENTPD4",1,0,1,"TES_unique",0.200778330816857,0.201814549273135,FALSE
"ENTPD6",1,1,0,"TEAD1_unique",1.07383850905939,7.61972594452222e-14,TRUE
"ENTPD7",2,0,2,"Shared_high;TEAD1_unique",0.984152908752239,5.33760580166314e-13,TRUE
"ENTREP1",1,1,0,"TES_unique",0.63490487902438,0.0175774093155451,TRUE
"ENTREP2",1,0,1,"TEAD1_unique",-0.240941339203737,0.556010824376112,FALSE
"EOLA2-DT",1,0,1,"TES_unique",-2.11441499075326,5.09300389987396e-23,TRUE
"EOMES",1,0,1,"TES_unique",0.95627161888197,0.417806541083391,FALSE
"EP300",1,0,1,"TES_unique",0.0794282531142347,0.643649519249169,FALSE
"EPAS1",3,1,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique",-1.88394445296846,2.73398077161279e-49,TRUE
"EPB41",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.718571382047863,8.51973955429692e-09,TRUE
"EPB41L2",4,2,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",-1.14644612089306,5.00053434399414e-17,TRUE
"EPB41L3",1,0,1,"TEAD1_unique",-0.718585060432466,2.17153040733194e-07,TRUE
"EPB41L4A",3,2,1,"Shared_high;TEAD1_unique;TES_unique",-2.48727359592812,1.64192189048137e-39,TRUE
"EPB41L4B",1,0,1,"TEAD1_unique",0.816753419678399,0.0313672146630635,TRUE
"EPB41L5",2,1,1,"TEAD1_unique;TES_unique",0.419060619892703,0.00614411527874288,TRUE
"EPC2",1,0,1,"Shared_TES_dominant",-0.0949363107239595,0.65724294236597,FALSE
"EPCAM-DT",5,4,1,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",0.153835722458386,0.755075957123556,FALSE
"EPG5",2,1,1,"TEAD1_unique;TES_unique",0.375395364748673,0.00833741183439474,TRUE
"EPGN",1,0,1,"TES_unique",0.993123131663517,0.00480239158875411,TRUE
"EPHA2",1,1,0,"TEAD1_unique",-1.83480597326664,1.0624278580918e-49,TRUE
"EPHA3",1,1,0,"TES_unique",-3.15926590086563,1.5599374742183e-148,TRUE
"EPHA4",2,1,1,"TEAD1_unique;TES_unique",0.166488624653076,0.281348980243507,FALSE
"EPHB1",1,0,1,"TEAD1_unique",1.81915103361293,1.58349734864238e-05,TRUE
"EPHB2",1,0,1,"TEAD1_unique",0.129238920033864,0.506186703855191,FALSE
"EPHB3",1,0,1,"TEAD1_unique",-0.395968751703182,0.0142026919835191,TRUE
"EPHX1",1,0,1,"TEAD1_unique",-0.871574555165338,1.32874862292771e-10,TRUE
"EPHX4",1,1,0,"Shared_TES_dominant",1.06310561036492,7.31765110812701e-05,TRUE
"EPM2A",2,2,0,"Shared_TEAD1_dominant;TES_unique",-0.305023477209809,0.21524389022867,FALSE
"EPN2",1,0,1,"TEAD1_unique",0.216167497646591,0.245591916911755,FALSE
"EPS15",2,1,1,"TEAD1_unique;TES_unique",-0.0116764137855385,0.956818982020372,FALSE
"EPS15-AS1",1,0,1,"TEAD1_unique",-0.206374224335395,0.808454497501699,FALSE
"EPS15L1",1,1,0,"TEAD1_unique",-0.236985301839751,0.12639682514404,FALSE
"EPS8",5,3,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.513666524067032,0.000536823924536324,TRUE
"EPSTI1",1,0,1,"Shared_TEAD1_dominant",-3.75459301799046,3.19863847378109e-144,TRUE
"ERAP1",2,1,1,"TEAD1_unique;TES_unique",-0.227670802623401,0.138345251148776,FALSE
"ERBB2",1,1,0,"TEAD1_unique",-0.179249892599668,0.284660821351482,FALSE
"ERBB4",2,0,2,"TEAD1_unique;TES_unique",3.96346698799034,0.000204785014838854,TRUE
"ERBIN",3,1,2,"Shared_TEAD1_dominant;Shared_equivalent;TES_unique",-0.825383711449677,5.37254534527648e-11,TRUE
"ERC1",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",-0.456627575595812,0.00238721554702878,TRUE
"ERC2",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-1.46982050937772,0.279747934027325,FALSE
"ERCC1",1,0,1,"TEAD1_unique",0.181642791690811,0.316163749227938,FALSE
"ERCC2",1,0,1,"TEAD1_unique",-1.27837973689293,3.65081201946661e-20,TRUE
"ERCC3",1,0,1,"TEAD1_unique",0.381087882034909,0.0358693334439982,TRUE
"ERCC4",2,0,2,"TEAD1_unique;TES_unique",-0.279324562035413,0.153400925639721,FALSE
"ERCC6",1,0,1,"TEAD1_unique",0.0852313143069417,0.64899755780647,FALSE
"ERCC6L",1,1,0,"TEAD1_unique",-1.29619519922487,1.32674132391026e-11,TRUE
"ERCC6L2-AS1",1,1,0,"TEAD1_unique",0.514876118141453,0.00619048880927044,TRUE
"EREG",1,0,1,"TEAD1_unique",0.871168081959976,0.363900310189309,FALSE
"ERFE",1,0,1,"TEAD1_unique",-0.487055290216936,0.122850198810934,FALSE
"ERG",2,1,1,"Shared_equivalent;TEAD1_unique",1.99875156116905,0.0621707270036746,FALSE
"ERGIC1",3,2,1,"Shared_high;TEAD1_unique;TES_unique",-0.969606791030301,5.06398898952126e-13,TRUE
"ERI1",2,1,1,"TEAD1_unique;TES_unique",1.75154743188572,1.7401519139534e-31,TRUE
"ERI3",2,0,2,"Shared_high;TEAD1_unique",-0.273840739340676,0.141359104312959,FALSE
"ERICH2-DT",1,1,0,"TEAD1_unique",0.970644209732654,0.0565863337463378,FALSE
"ERICH3",1,0,1,"Shared_equivalent",-1.68068249582722,4.10215245449131e-08,TRUE
"ERICH6",1,1,0,"TES_unique",-0.0786708711781164,0.95091935886228,FALSE
"ERICH6-AS1",1,1,0,"TEAD1_unique",-1.94456838645211,9.60233489952834e-05,TRUE
"ERICH6B",1,0,1,"TES_unique",0.29665428080451,0.842453219210521,FALSE
"ERMN",2,1,1,"TEAD1_unique;TES_unique",4.60472769811508,9.33079399851264e-13,TRUE
"ERN1",2,1,1,"TEAD1_unique;TES_unique",0.906685633798678,1.12586688935825e-10,TRUE
"ERP27",1,0,1,"TEAD1_unique",1.74448902788562,0.354870677600505,FALSE
"ERRFI1",1,1,0,"TEAD1_unique",-1.2903709786999,5.60413312624495e-16,TRUE
"ERVFRD-1",2,0,2,"TEAD1_unique;TES_unique",-0.391327797062061,0.198069807310846,FALSE
"ESCO2",1,1,0,"TEAD1_unique",-1.15432623642601,1.62090031065975e-07,TRUE
"ESD",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",-0.140330934438438,0.644191101533865,FALSE
"ESR1",2,1,1,"Shared_TES_dominant;TES_unique",-0.840536123632119,0.00319869291547432,TRUE
"ESR2",1,0,1,"TES_unique",2.75853161307094,1.07999599726584e-36,TRUE
"ESRP2",1,1,0,"TEAD1_unique",0.36762167537725,0.224364970906528,FALSE
"ESRRG",4,1,3,"Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-1.39707608244521,3.33701043895209e-10,TRUE
"ESYT2",1,0,1,"TEAD1_unique",0.607507944394414,1.34926287545139e-06,TRUE
"ESYT3",1,0,1,"TES_unique",1.16976968748026,8.2202040399545e-08,TRUE
"ETAA1",2,1,1,"TEAD1_unique;TES_unique",-0.926519625128986,1.02604230557176e-06,TRUE
"ETF1",2,0,2,"Shared_equivalent;Shared_high",0.0689795859434081,0.758804667397548,FALSE
"ETFA",1,0,1,"Shared_TES_dominant",-0.441197557118395,0.0138825662076104,TRUE
"ETFBKMT",1,0,1,"TEAD1_unique",0.748291102562508,0.00713623498118704,TRUE
"ETNPPL",1,0,1,"TES_unique",-0.520778209461294,0.442835251036938,FALSE
"ETS1",5,2,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-2.52250066304808,1.98185565824567e-78,TRUE
"ETS2",2,1,1,"Shared_equivalent;TEAD1_unique",0.145272503713236,0.502103099594717,FALSE
"ETV1",3,1,2,"Shared_high;TEAD1_unique;TES_unique",0.714458391709034,0.000799141561755695,TRUE
"ETV4",1,1,0,"TEAD1_unique",2.52011944998217,1.11974482598376e-49,TRUE
"ETV5",1,0,1,"Shared_equivalent",0.312573400271908,0.0393297398217127,TRUE
"ETV6",2,1,1,"Shared_high;TEAD1_unique",0.789728280947988,4.94486229615961e-09,TRUE
"EVA1A",2,1,1,"TEAD1_unique;TES_unique",-1.23060923554926,1.61903218687146e-13,TRUE
"EVA1C",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-0.837209797828717,7.41880098743862e-06,TRUE
"EVC",2,1,1,"Shared_TES_dominant;TEAD1_unique",-0.862494489595759,5.64093379373347e-10,TRUE
"EVI5",2,1,1,"TEAD1_unique;TES_unique",0.157865812868822,0.372725832551331,FALSE
"EVI5L",1,1,0,"TEAD1_unique",-0.372592813794718,0.0203989755695686,TRUE
"EVL",2,0,2,"TEAD1_unique;TES_unique",1.10920372118097,1.44797275674769e-13,TRUE
"EXO1",1,0,1,"TES_unique",-2.52605929210598,4.97642918982127e-36,TRUE
"EXOC2",1,0,1,"TEAD1_unique",0.222047897141857,0.157881620016728,FALSE
"EXOC4",4,1,3,"Shared_TEAD1_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.179893594856832,0.216698216497969,FALSE
"EXOC6",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",1.1395745581386,9.93532498103301e-13,TRUE
"EXOC6B",5,1,4,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",0.0967364234028251,0.5756146357834,FALSE
"EXOC7",1,1,0,"TEAD1_unique",0.344365443587996,0.00875487344631624,TRUE
"EXOSC2",1,1,0,"TEAD1_unique",-0.512888463762311,0.000668810518621004,TRUE
"EXOSC9",1,0,1,"TEAD1_unique",0.047482492554684,0.894745317147529,FALSE
"EXPH5",1,0,1,"TES_unique",-0.550955100945667,0.00351726511439146,TRUE
"EXT1",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-0.737993612921289,1.20916447417973e-07,TRUE
"EXTL1",1,1,0,"TEAD1_unique",-0.48643391820617,0.203661270715497,FALSE
"EXTL2",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",0.168160071993486,0.512397386327796,FALSE
"EYA2",3,0,3,"Shared_high;TEAD1_unique;TES_unique",3.50004917864452,3.26197550170034e-48,TRUE
"EYA3",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",0.433759207954365,0.00102045227394766,TRUE
"EYA4",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",-2.39620087832337,1.84706834176712e-84,TRUE
"EYS",1,1,0,"TES_unique",0.338288833362757,0.35969036409992,FALSE
"EZH2",1,0,1,"Shared_high",-0.980803868972651,3.38892786647301e-11,TRUE
"EZR-AS1",1,0,1,"Shared_equivalent",-0.209138543043877,0.870504264308604,FALSE
"F11R",2,0,2,"Shared_TES_dominant;TEAD1_unique",-0.0079558624159608,0.981504143198273,FALSE
"F2R",2,1,1,"TEAD1_unique;TES_unique",1.21124812889414,7.76974660380105e-12,TRUE
"F2RL1",3,0,3,"Shared_equivalent;Shared_high;TES_unique",4.46100968609683,8.41052264202909e-10,TRUE
"F2RL2",1,0,1,"TES_unique",-2.05291170066704,1.37272386088284e-06,TRUE
"F5",1,0,1,"TEAD1_unique",1.21328766284199,0.00184080366506061,TRUE
"FA2H",1,0,1,"TEAD1_unique",-0.153486247535218,0.937177055471888,FALSE
"FABP12",1,0,1,"Shared_TEAD1_dominant",2.47409103123386,0.0160255302968619,TRUE
"FABP5",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",-0.420412294588969,0.733472465944094,FALSE
"FABP6",1,0,1,"TEAD1_unique",1.0541793630726,0.56126329295809,FALSE
"FABP7",1,1,0,"Shared_high",1.11233877737562,3.9260305015496e-06,TRUE
"FADD",2,1,1,"Shared_high;TEAD1_unique",0.162897184133727,0.611899461811151,FALSE
"FADS3",1,1,0,"TES_unique",-1.39827773859185,6.07867328288479e-15,TRUE
"FAHD2A",1,0,1,"TEAD1_unique",-0.0986546846509837,0.700819408109763,FALSE
"FAM107A",1,0,1,"Shared_TES_dominant",-0.502995894780122,0.557933514598409,FALSE
"FAM110A",1,0,1,"Shared_high",-0.423055506687778,0.0639721800166256,FALSE
"FAM111A-DT",1,1,0,"Shared_TEAD1_dominant",-0.126635060097736,0.683225290930453,FALSE
"FAM114A1",1,0,1,"TES_unique",-1.5622218586119,1.50645449511148e-33,TRUE
"FAM114A2",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",0.475425575445148,0.003351641978303,TRUE
"FAM120AOS",1,0,1,"TES_unique",0.51831617699376,0.00100613474889373,TRUE
"FAM120B",1,1,0,"TEAD1_unique",0.215553671653033,0.152098416573114,FALSE
"FAM120C",1,0,1,"TEAD1_unique",-1.70262048405621,7.28095080049032e-39,TRUE
"FAM133B",1,0,1,"TES_unique",0.0468913748996432,0.880096349351116,FALSE
"FAM136A",1,0,1,"TEAD1_unique",-1.33300539997014,2.77967639813114e-09,TRUE
"FAM13A",3,2,1,"Shared_equivalent;Shared_high;TEAD1_unique",0.232648622253703,0.201099637786102,FALSE
"FAM13B",1,0,1,"TES_unique",0.596710726997633,1.18993604813564e-06,TRUE
"FAM13C",5,2,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-4.05831666996138,2.8070402069078e-120,TRUE
"FAM149A",1,0,1,"Shared_TES_dominant",-0.216069645489729,0.595511482384843,FALSE
"FAM151B",1,1,0,"TEAD1_unique",0.749646467623756,0.0145185403487601,TRUE
"FAM156A",2,0,2,"TES_unique",-0.358803762197972,0.579070365662354,FALSE
"FAM157A",1,0,1,"TEAD1_unique",0.735510112439422,0.455749714939232,FALSE
"FAM161A",1,1,0,"TEAD1_unique",0.454535673221918,0.0271188165568863,TRUE
"FAM162A",1,1,0,"TEAD1_unique",-1.97095251770145,1.08282457417766e-34,TRUE
"FAM163A",1,0,1,"TEAD1_unique",1.66409309521347,0.450719342499882,FALSE
"FAM168A",2,0,2,"Shared_high;TES_unique",0.246813914038408,0.103562675423158,FALSE
"FAM174A-DT",1,0,1,"TES_unique",0.351174867464822,0.644799288386052,FALSE
"FAM174B",3,0,3,"Shared_equivalent;Shared_high;TEAD1_unique",-0.887767440999999,4.53936638669232e-05,TRUE
"FAM180A",2,0,2,"TEAD1_unique;TES_unique",0.977825943599292,0.0836050350407135,FALSE
"FAM184A",2,1,1,"Shared_high;TES_unique",0.0452784855356193,0.859460631645303,FALSE
"FAM193A",1,0,1,"TEAD1_unique",-0.169863439902358,0.273821376706517,FALSE
"FAM193B",1,0,1,"Shared_high",-0.0869679294320246,0.66557637429425,FALSE
"FAM200B",1,0,1,"TEAD1_unique",-0.857582390859537,7.23981263450249e-05,TRUE
"FAM20A",1,0,1,"TEAD1_unique",0.978788855072015,4.04011236775632e-08,TRUE
"FAM20B",1,0,1,"TES_unique",0.214064413825726,0.167782008526074,FALSE
"FAM218A",1,0,1,"TEAD1_unique",-1.00507945821283,0.179123093627762,FALSE
"FAM221A",1,0,1,"TES_unique",-0.031754283127445,0.911484723173785,FALSE
"FAM222A",1,1,0,"TEAD1_unique",3.40048596958528,1.01281517543346e-80,TRUE
"FAM222B",2,1,1,"TEAD1_unique;TES_unique",0.443910435375547,0.00371678423127902,TRUE
"FAM227B",2,1,1,"Shared_high;TES_unique",-0.623149685661158,0.0362151529865049,TRUE
"FAM230I",1,0,1,"TEAD1_unique",2.06512659048943,0.0056664765644892,TRUE
"FAM3C",2,0,2,"TEAD1_unique;TES_unique",-1.04849572966869,1.91253195670138e-11,TRUE
"FAM43A",1,1,0,"TEAD1_unique",0.685745706025867,0.00657330348883929,TRUE
"FAM50B",4,0,4,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",4.69888842109241,0.00452013242980185,TRUE
"FAM53B",1,0,1,"TEAD1_unique",0.067344535154513,0.751993010973444,FALSE
"FAM83F",1,1,0,"TEAD1_unique",0.196978023225933,0.889631873841919,FALSE
"FAM86B3P",1,0,1,"TES_unique",0.0490240641427902,0.921274537649486,FALSE
"FAM87A",1,0,1,"TEAD1_unique",0.756501906814711,0.435420116481214,FALSE
"FAM87B",1,1,0,"TEAD1_unique",-0.140704223115196,0.745451866185883,FALSE
"FAM89A",1,0,1,"TEAD1_unique",2.88556188688389,4.25853553482295e-21,TRUE
"FAM8A1",1,0,1,"TES_unique",0.659740133922827,2.14020766001083e-06,TRUE
"FAM91A1",1,1,0,"TES_unique",1.13681751441007,1.6767585809978e-15,TRUE
"FAM9C",4,1,3,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",-1.96301325686699,0.181811892273179,FALSE
"FAN1",1,1,0,"TEAD1_unique",0.621518898071345,4.16671514441916e-06,TRUE
"FANCB",1,1,0,"TEAD1_unique",-0.909183629229699,5.40601311185668e-07,TRUE
"FANCC",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",-0.519016444994386,0.00149909303508135,TRUE
"FANCE",1,0,1,"TEAD1_unique",-0.323284182078102,0.18359447961041,FALSE
"FANCL",1,0,1,"TES_unique",-1.21071253906337,9.90660762818627e-14,TRUE
"FANCM",1,1,0,"TEAD1_unique",-0.889805762087061,1.02337715967131e-07,TRUE
"FANK1",1,1,0,"TES_unique",1.41013731445496,1.09554675719217e-07,TRUE
"FAP",2,2,0,"TEAD1_unique;TES_unique",-1.86207096060932,2.46120516999869e-14,TRUE
"FAR2",2,0,2,"Shared_TES_dominant;TES_unique",-0.351216610756145,0.0896235271399679,FALSE
"FARS2",2,1,1,"Shared_TES_dominant;TES_unique",0.344278680310807,0.0937766286387229,FALSE
"FARS2-AS1",2,1,1,"TEAD1_unique;TES_unique",-0.0299485139514289,0.97067439970148,FALSE
"FAS",1,0,1,"Shared_TES_dominant",-1.25938895929983,3.66566901598253e-17,TRUE
"FAT1",4,0,4,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-1.85340745148586,3.89971264095426e-53,TRUE
"FAT3",4,1,3,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",-3.06104470626551,1.92055717944172e-110,TRUE
"FAT4",2,1,1,"TEAD1_unique;TES_unique",-1.91453040161041,5.51506781142014e-42,TRUE
"FBL",1,0,1,"TEAD1_unique",0.0739519786147626,0.758543374586702,FALSE
"FBLIM1",1,1,0,"TEAD1_unique",0.713111413876686,1.86635608503418e-06,TRUE
"FBLN1",1,1,0,"TEAD1_unique",-1.53655109648219,2.12318043207845e-16,TRUE
