"gene_symbol","ensembl_id","baseMean","log2FoldChange","padj","binding_status","expression_status","Category","Direction"
"H1-3","ENSG00000124575",550.663973311776,-4.81737973884202,1.2533182324447e-159,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H1-5","ENSG00000184357",660.479029025487,-5.28724390216576,4.77339331365035e-157,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H4C5","ENSG00000276966",673.677610367901,-5.26540098100793,2.87660124114881e-155,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"KIF18B","ENSG00000186185",634.144656343572,-3.90802466545713,1.64805044390016e-145,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"GBE1","ENSG00000114480",1477.26682241053,-3.74262091969869,2.92866199019792e-145,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"EPSTI1","ENSG00000133106",991.89938774535,-3.75459301799046,3.19863847378109e-144,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H3C8","ENSG00000273983",480.053813718548,-4.85005590861412,8.97555602592245e-137,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"YTHDC2","ENSG00000047188",895.926300335852,-3.49153892902339,7.52414506843815e-132,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"IQGAP3","ENSG00000183856",485.936734013689,-3.90097834481103,5.83149990933152e-128,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"UNC5C","ENSG00000182168",1723.78913363643,-3.14050847859916,1.84459044230968e-127,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H4C3","ENSG00000197061",601.18317161919,-4.23533017079027,1.7097890022401e-124,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"FIGN","ENSG00000182263",1758.04078337863,-2.79619620269653,1.48316339652387e-112,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"PTPRZ1","ENSG00000106278",2713.3286157936,-2.98564804300003,1.6536665499924e-111,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"TOP2A","ENSG00000131747",2676.69769442492,-3.36581276900899,1.86825317320931e-111,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"SPAG17","ENSG00000155761",805.204177655086,-3.29988037080116,3.70855278118979e-108,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"ENSG00000231566.4","ENSG00000231566",611.232715365756,-4.11458718571562,2.96680932263845e-107,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"IFFO2","ENSG00000169991",2336.89836819389,-2.90399545547578,6.10279410132595e-107,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"CYTOR","ENSG00000222041",524.381729333646,-3.47570757349294,1.95419458468071e-106,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"CNR1","ENSG00000118432",8070.2948132652,-2.7185090584044,1.95419458468071e-106,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H4C4","ENSG00000277157",604.018514864038,-4.17746310717727,3.0702995218697e-104,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"LMCD1","ENSG00000071282",680.412679217721,-3.22037059286635,9.60971899950183e-103,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"NKAIN3","ENSG00000185942",1226.69360996453,-3.61376794806725,1.32430622796732e-101,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"PAG1","ENSG00000076641",467.068031158589,-3.50580663051506,5.8303918942914e-100,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"POPDC1","ENSG00000112276",2896.04984273349,-2.72089082049974,6.4581594586401e-99,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"NUDT4","ENSG00000173598",2975.77682338686,-2.59334223195027,2.10296711069722e-97,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"WDR33","ENSG00000136709",844.960707019262,-2.7425822427732,3.84037786841247e-95,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"PTBP2","ENSG00000117569",1234.59824795421,-2.71793628306409,2.255045495025e-94,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"NFIX","ENSG00000008441",5040.88518818899,-2.53560146678647,1.26909082358836e-93,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"WWC2","ENSG00000151718",918.763165824063,-2.86446450765268,3.19013694734699e-93,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"TMX4","ENSG00000125827",968.829918406148,-2.8639295809013,4.57014100301149e-92,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"DTWD1","ENSG00000104047",344.651949088909,-3.92699589639045,8.38209352545054e-92,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H2BC10","ENSG00000278588",269.773512406835,-4.69964491570344,1.92674848344718e-91,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"KITLG","ENSG00000049130",366.505503600729,-3.68828437349792,2.52941219930373e-90,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"ARPIN","ENSG00000242498",384.662097683634,-3.3404961049837,1.40441789610281e-89,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"HJURP","ENSG00000123485",339.735975948653,-4.06861910306412,1.82679474449348e-87,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"TMEM168","ENSG00000146802",326.866221832152,-3.70309792069358,2.54358772597589e-87,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"ENSG00000224078.15","ENSG00000224078",2853.32045692939,-3.09086403407146,4.35386319983409e-86,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"COL1A2","ENSG00000164692",10105.5506159149,-2.41314459203315,4.074778855906e-85,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"PRPF8","ENSG00000174231",5609.32177917669,-2.28708183078602,4.77636121559103e-85,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"PDK1","ENSG00000152256",1960.0217174249,-2.54245536268955,1.3803786251309e-84,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"SHCBP1","ENSG00000171241",443.415820733669,-3.34700325642433,7.39610383775276e-82,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"ENSG00000242759.10","ENSG00000242759",770.500618256522,-3.3361868761295,2.52842530738337e-81,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
